Index,Question,Subject,Correct_spark4.0-ultra,Extracted_spark4.0-ultra,Score_spark4.0-ultra,Invalid_spark4.0-ultra
247,Which of the following activities is likely to have the greatest impact on biodiversity?,miscellaneous,True,C,1.0,False
252,"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",miscellaneous,False,,0.0,True
249,Which of the following structures is most susceptible to damage by acid precipitation?,miscellaneous,True,C,1.0,False
253,The Strauss family of composers popularized what dance?,miscellaneous,True,A,1.0,False
257,A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,miscellaneous,True,D,1.0,False
256,The government establishes a price floor in a market for a good in order to,miscellaneous,True,D,1.0,False
254,What was Ludwig Van Beethoven's final symphony?,miscellaneous,True,A,1.0,False
258,"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",miscellaneous,True,D,1.0,False
255,A portrait that comically exaggerates a person's physical traits is called a what?,miscellaneous,False,,0.0,True
260,Which of these is not an ingredient in Yorkshire pudding?,miscellaneous,True,C,1.0,False
259,Which of these is not one of the 3 methods of heat transfer?,miscellaneous,True,D,1.0,False
263,Which of the following is not in Nevada?,miscellaneous,True,B,1.0,False
261,"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",miscellaneous,True,D,1.0,False
266,Which of these companies is not an online stock brokerage?,miscellaneous,True,B,1.0,False
265,Phoebe Dione and Helene are moons of what planet?,miscellaneous,True,B,1.0,False
262,Where was the chicken First domesticated?,miscellaneous,True,B,1.0,False
267,Which of these is not the name of one of rock musician Frank Zappa's children?,miscellaneous,False,,0.0,True
272,Which of the following is the highest level taxonomic rank?,miscellaneous,True,A,1.0,False
270,What children's storybook character believes that the sky is falling?,miscellaneous,True,A,1.0,False
264,What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,miscellaneous,False,D,0.0,False
268,How much does Peanuts character Lucy charge for her psychiatric advice?,miscellaneous,False,,0.0,True
269,Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,miscellaneous,False,,0.0,True
271,Pop icon Tiny Tim was famous for playing what musical instrument?,miscellaneous,False,B,0.0,False
273,When daylight-saving time arrives in the spring how do most Americans turn their clocks?,miscellaneous,False,,0.0,True
274,Which of these fashion designers was born in the United States?,miscellaneous,True,C,1.0,False
277,What city's residents are known as 'Knickerbockers'?,miscellaneous,False,,0.0,True
276,For a man and woman on a date 'dutch treat' means what?,miscellaneous,True,D,1.0,False
275,Who was on the $500 bill?,miscellaneous,False,B,0.0,False
280,If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,miscellaneous,True,C,1.0,False
282,Which of these holidays is not attached to a specific date?,miscellaneous,True,C,1.0,False
283,Where is the Louvre museum?,miscellaneous,True,A,1.0,False
278,Which of these college football programs has produced the most Heisman Trophy winners?,miscellaneous,False,,0.0,True
281,"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",miscellaneous,False,,0.0,True
284,Which of the following guidance systems is principally a materials-handling device?,miscellaneous,True,B,1.0,False
279,What does a pH level measure?,miscellaneous,True,A,1.0,False
292,The disco band ABBA comes from what country?,miscellaneous,True,B,1.0,False
290,Which of these people was buried in the Valley of the Kings?,miscellaneous,True,D,1.0,False
287,Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,miscellaneous,True,C,1.0,False
291,After Prince Charles who is next in line to be the king of England?,miscellaneous,True,A,1.0,False
286,A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,miscellaneous,False,,0.0,True
285,"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",miscellaneous,False,,0.0,True
289,What is the approximate speed of light?,miscellaneous,True,C,1.0,False
294,"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",miscellaneous,True,C,1.0,False
295,What is the worldâÃÃ´s most venomous fish?,miscellaneous,False,A,0.0,False
293,When it's noon in New York during daylight-saving time what time is it in Honolulu?,miscellaneous,True,A,1.0,False
300,On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,miscellaneous,True,D,1.0,False
288,In the phrase 'Y2K' what does 'K' stand for?,miscellaneous,False,A,0.0,False
299,At what age can someone first attend an R-rated movie without an accompanying adult?,miscellaneous,False,,0.0,True
297,Which of these words is spelled correctly?,miscellaneous,True,C,1.0,False
298,The term 'chili con carne' refers to chili with what?,miscellaneous,True,B,1.0,False
301,In the comic strip 'Peanuts' what is Schroeder known for doing?,miscellaneous,False,,0.0,True
304,How many spikes are on the Statue of Liberty's crown?,miscellaneous,True,B,1.0,False
303,What country gave us the fashionable headgear called the beret?,miscellaneous,True,D,1.0,False
307,What is the capital of North Dakota?,miscellaneous,True,A,1.0,False
296,What force causes an ice cream cone to fly off of a spinning merry-go-round?,miscellaneous,True,A,1.0,False
305,In a game with no wild cards what is the highest possible poker hand?,miscellaneous,True,B,1.0,False
302,How is the Arabic numeral for '2' written?,miscellaneous,True,A,1.0,False
308,A fiscal policy to combat a recession would call for,miscellaneous,True,B,1.0,False
306,Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,miscellaneous,False,B,0.0,False
312,What singer appeared in the 1992 baseball film 'A League of Their Own'?,miscellaneous,False,D,0.0,False
311,According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,miscellaneous,True,D,1.0,False
309,An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,miscellaneous,True,C,1.0,False
314,What is the colored part of the eye called?,miscellaneous,True,A,1.0,False
310,How much chicken excrement is produced in the United States every year?,miscellaneous,True,A,1.0,False
315,If you work as a 'dolly grip' what business are you in?,miscellaneous,True,B,1.0,False
316,Who was the longest reigning monarch in French history?,miscellaneous,True,B,1.0,False
319,What native empire controlled Large areas of South African Territory during the 19th century?,miscellaneous,True,B,1.0,False
313,How is the word 'ambulance' normally written on the front of American ambulances?,miscellaneous,True,B,1.0,False
320,How many keys are on a Standard piano?,miscellaneous,True,C,1.0,False
322,Which one of these world leaders was assassinated?,miscellaneous,True,A,1.0,False
317,The principles of xeriscaping are best exemplified by a homeowner who,miscellaneous,True,D,1.0,False
318,What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,miscellaneous,True,B,1.0,False
321,The most important consideration in designing successful messages to be transmitted through graphic communications is knowledge and understanding of,miscellaneous,True,D,1.0,False
323,Which of these candy bars was named for a baseball player?,miscellaneous,False,A,0.0,False
324,The common term for someone who has difficulty seeing objects in the distance is what?,miscellaneous,True,B,1.0,False
327,Where would you typically find a bailiff?,miscellaneous,True,B,1.0,False
325,Where did jazz great Sun Ra claim he was born?,miscellaneous,False,D,0.0,False
329,What New Age musician released a 1998 album titled 'King of the Pan3Flute'?,miscellaneous,True,A,1.0,False
326,By what name is Bob Keeshan better known?,miscellaneous,True,C,1.0,False
332,Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,miscellaneous,False,D,0.0,False
328,Girls of what religious community traditionally wear bonnets?,miscellaneous,True,A,1.0,False
331,How many airplanes are in the air worldwide right now (as of 2014)?,miscellaneous,False,A,0.0,False
335,What disease does a carcinogen cause?,miscellaneous,True,A,1.0,False
330,Which of these is a fish?,miscellaneous,True,A,1.0,False
334,In Greek mythology what is the name of Zeus' father?,miscellaneous,False,,0.0,True
337,Which Pope immediately preceded John Paul II?,miscellaneous,True,C,1.0,False
336,Who sang lead vocals for the band Big Brother and the Holding Company?,miscellaneous,True,B,1.0,False
339,Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,miscellaneous,True,B,1.0,False
338,Which of these is not a spice?,miscellaneous,True,C,1.0,False
340,What is the correct spelling of New Mexico's largest city?,miscellaneous,True,B,1.0,False
333,"When cool air flows from a high mountain region to a region of lower elevation, the air will",miscellaneous,False,,0.0,True
341,Which of the following best defines federalism?,miscellaneous,True,D,1.0,False
344,Which of the following protocols is usually associated with hyperinflation?,miscellaneous,True,B,1.0,False
348,Which of these measurements is equal to one square foot?,miscellaneous,True,D,1.0,False
345,In which century was the greatest number of chemical elements discovered?,miscellaneous,True,C,1.0,False
347,Which of the following articles of clothing has a hood?,miscellaneous,True,A,1.0,False
342,What sport is known as 'The Sport of Kings'?,miscellaneous,False,,0.0,True
343,Which of the following is matched with its correct function?,miscellaneous,True,D,1.0,False
351,"What term is used to describe a""group of geese?",miscellaneous,True,A,1.0,False
349,Which of the following is a disorder in ruminants that is characterized by an excessive accumulation of gas in the rumen?,miscellaneous,True,B,1.0,False
346,"The term ""Cold War"" refers to the",miscellaneous,True,C,1.0,False
350,"_Whenever the mood strikes her_, Angela takes a short walk around the block. In the sentence above, the underlined portion can best be described as",miscellaneous,True,C,1.0,False
353,Which of these are not legumes?,miscellaneous,True,C,1.0,False
355,Which company holds an annual self-named 'Bake-Off'?,miscellaneous,True,C,1.0,False
352,If you dial '411' on a telephone who are you calling?,miscellaneous,True,C,1.0,False
354,"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?",miscellaneous,True,D,1.0,False
358,What is the name of the character Played by Woody Allen in the 1967 James Bond film 'Casino Royale'?,miscellaneous,True,C,1.0,False
356,Which of the following fiscal policy actions is most expansionary?,miscellaneous,True,B,1.0,False
360,How many eyes does a Giraffe have?,miscellaneous,True,B,1.0,False
359,Which of the following is generally the first step taken in a large-scale commercial construction venture?,miscellaneous,False,,0.0,True
357,Which of the following steps should be taken first to effectively present new information to coworkers?,miscellaneous,True,B,1.0,False
367,What are the Smothers Brothers'(first names?,miscellaneous,True,B,1.0,False
365,Which of these is a slang term for 'police'?,miscellaneous,True,A,1.0,False
362,Which of the following activities will be most effective in introducing kindergartners to the concept of how plants transport water?,miscellaneous,True,B,1.0,False
361,What pro wrestler grapples with Sylvester Stallone in the movie-'Rocky III'?,miscellaneous,False,C,0.0,False
364,Which of these is not one of the four basic forces in nature?,miscellaneous,False,,0.0,True
366,What is the name of the fruit that is half tangerine and half grapefruit?,miscellaneous,False,,0.0,True
363,What is the function of mitochondria in the cell?,miscellaneous,True,A,1.0,False
369,In the movie 'Star Wars' what kind of creature is Chewbacca?,miscellaneous,True,C,1.0,False
372,Which of these painting tools has bristles on it?,miscellaneous,True,C,1.0,False
368,Which of the following great apes (the Hominidae) is NOT native to Africa?,miscellaneous,False,,0.0,True
373,Astronaut John Glenn served as a pilot in what branch of the military?,miscellaneous,False,D,0.0,False
371,What are the tallest trees on Earth?,miscellaneous,True,A,1.0,False
374,On the TV show 'CHiPs' what was Officer Frank Poncherello's-nickname?,miscellaneous,True,B,1.0,False
375,Which of the following criteria is the most important when assessing reading comprehension?,miscellaneous,True,C,1.0,False
377,In American football how many points is a touchdown worth?,miscellaneous,True,C,1.0,False
376,Which of these games is not played with cards?,miscellaneous,True,C,1.0,False
370,In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,miscellaneous,True,B,1.0,False
385,What was the title of Beethoven's only completed opera?,miscellaneous,True,D,1.0,False
380,Who is considered the owner of a 'publicly held' company?,miscellaneous,True,B,1.0,False
379,Whose profile can you see on the front of dimes that are currently in circulation?,miscellaneous,False,,0.0,True
381,Which of the following candies is traditionally fruit flavored?,miscellaneous,True,B,1.0,False
386,What is the name of the StarKist tuna mascot?,miscellaneous,False,,0.0,True
382,In 1926 the Harlem Globetrotters basketball team was formed in what city?,miscellaneous,False,D,0.0,False
378,What is the most likely impact of an increase in interest rates?,miscellaneous,True,A,1.0,False
383,Which of the following steps in the design of a dog house would be earliest?,miscellaneous,True,D,1.0,False
388,Which of these words is an adverb?,miscellaneous,True,D,1.0,False
389,On which part of a car would you find the 'caliper'?,miscellaneous,True,D,1.0,False
391,How much does it cost to air condition all American automobiles for a year (as of 2018)?,miscellaneous,False,D,0.0,False
387,Which of the following groups was converted to Christianity in the tenth century C.E. by missionaries from the Byzantine Empire?,miscellaneous,False,,0.0,True
384,What was the name of the 1999 art exhibit that sparked a national debate about censorship?,miscellaneous,True,D,1.0,False
396,On what continent can you find tigers in the wild?,miscellaneous,False,,0.0,True
393,If you are truly afraid of the dark what do you suffer from?,miscellaneous,False,,0.0,True
390,Which of these plants is the national emblem of Scotland?,miscellaneous,True,B,1.0,False
392,What fictional character claims to be 'smarter than the average bear'?,miscellaneous,False,,0.0,True
394,Which of the following is a way in which Congress can influence the federal bureaucracy?,miscellaneous,True,B,1.0,False
398,What is the more common name for the disease 'pertussis'?,miscellaneous,True,A,1.0,False
402,In the classic song 'Take Me Out to the Ballgame' for whom do we 'root root root'?,miscellaneous,True,B,1.0,False
400,An early-nineteenth-century railroad steam engine is an excellent example of which of the following power systems?,miscellaneous,True,B,1.0,False
399,The primary purpose of a Supervised Agricultural Experience ( SAE ) program is to,miscellaneous,False,,0.0,True
397,"The construction of a transportation network that included roads, canals, and steamboats that took shape in the United States in the early decades of the nineteenth century had which of the following effects in the years before the Civil War?",miscellaneous,True,B,1.0,False
406,Which dwarf planet is closest to the Sun?,miscellaneous,True,C,1.0,False
403,Who was Charlie McCarthy?,miscellaneous,True,D,1.0,False
405,Who were the Chicago Seven?,miscellaneous,True,A,1.0,False
409,In America what is the main ingredient in pepperoni?,miscellaneous,True,D,1.0,False
408,What nationality was Karl Marx?,miscellaneous,False,,0.0,True
407,What company makes perfumes called 'Beautiful' and 'Pleasures'?,miscellaneous,False,D,0.0,False
401,With which of the following statements would both Thomas Hobbes and John Locke most probably have agreed?,miscellaneous,False,,0.0,True
404,How many states were in the Confederate States of America?,miscellaneous,False,B,0.0,False
411,"If the government places a price ceiling on leather garments that is below the equilibrium price, which of the following will occur in the market for leather garments?",miscellaneous,True,A,1.0,False
410,A student in the process of solving a fabrication problem in the manufacturing laboratory asks the teacher what assembly procedures should be used. The teacher's best response would be to,miscellaneous,False,,0.0,True
413,Animals in which of the following groups may have a backbone and a spinal cord?,miscellaneous,False,,0.0,True
412,"During President Dwight Eisenhower's administration in the 1950s, the federal government promoted significant changes in transportation in the United States by",miscellaneous,True,C,1.0,False
416,Which of these is a government agency established to protect investors?,miscellaneous,True,C,1.0,False
414,Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?,miscellaneous,True,D,1.0,False
420,How old is the Earth approximately?,miscellaneous,True,C,1.0,False
415,Which of the following stages is the first step in the writing cycle?,miscellaneous,True,B,1.0,False
423,What is the proper nautical use of an anchor?,miscellaneous,True,C,1.0,False
419,"Which of the following states of matter is characterized by a closely packed arrangement of particles, resulting in a stable, definite shape and definite volume?",miscellaneous,False,,0.0,True
421,"As part of a staffing strategy, a human resources manager hires new personnel through a hidden market. Which of the following best represents the use of a hidden market?",miscellaneous,False,,0.0,True
418,Which of the following rocks would most likely form from the metamorphism of a shale?,miscellaneous,True,C,1.0,False
422,What liqueur is used to make a Pink Lady cocktail pink?,miscellaneous,True,A,1.0,False
424,In ice hockey which of the following is not a penalty?,miscellaneous,False,,0.0,True
417,What character did Woody replace on the TV show 'Cheers'?,miscellaneous,False,D,0.0,False
430,"If one party to a contract is forced to sign, the contract is defined as",miscellaneous,True,D,1.0,False
426,If a business files under Chapter 11 what is it doing?,miscellaneous,True,A,1.0,False
431,What was the name of the first ship to sail around the world?,miscellaneous,False,C,0.0,False
427,How many $100 bills does it take to equal one million dollars?,miscellaneous,True,C,1.0,False
425,"Ethan, a new preschool student, does not talk or play with other students during center time. Which of the following strategies will best help him develop interpersonal relationships?",miscellaneous,True,D,1.0,False
429,What former 'Today' show personality played a neighbor on the TV sitcom 'The Hogan Family'?,miscellaneous,False,D,0.0,False
433,What animal is considered sacred in India?,miscellaneous,True,B,1.0,False
428,A prekindergarten teacher is planning a lesson with a teaching objective of categorizing geometric objects by type of shape. Which of the following actions must children be able to perform successfully before the teacher teaches the lesson?,miscellaneous,True,A,1.0,False
432,Which of the following was a direct result of the First Opium War of 1839-1842?,miscellaneous,True,B,1.0,False
434,In computer terminology what does the acronym 'FTP' stand for?,miscellaneous,True,A,1.0,False
439,Modern computer microchips are primarily composed of what element?,miscellaneous,True,B,1.0,False
435,What is the art of elegant handwriting called?,miscellaneous,True,A,1.0,False
437,In what year did the United States last win an Olympic gold medal in men's ice hockey?,miscellaneous,False,,0.0,True
438,What term describes the passing of genetic traits from one generation to the next?,miscellaneous,False,,0.0,True
436,By what collective name do Christians refer to God the Father God the Son and the Holy Ghost?,miscellaneous,True,D,1.0,False
441,What kind of car did Burt Reynolds drive in the movie 'Smokey and the Bandit'?,miscellaneous,True,D,1.0,False
440,The film 'Stand By Me' is based on a novel by what author?,miscellaneous,True,B,1.0,False
444,The first commercial radio station was located in what city?,miscellaneous,True,C,1.0,False
445,Which of these is not a position on an American football team?,miscellaneous,True,C,1.0,False
443,Who composed the 'Moonlight Sonata'?,miscellaneous,True,D,1.0,False
446,Which of these is not a type of primate?,miscellaneous,True,B,1.0,False
447,In 1986 Libyan leader Muammar Qaddafi drew a so-called 'Line of Death' overwhat body of water?,miscellaneous,True,A,1.0,False
442,Which of the following is the best description of traditional phonics instruction?,miscellaneous,False,,0.0,True
448,What is the nickname of Florida's controversial death row electric chair?,miscellaneous,True,D,1.0,False
449,The dance known as the 'fandango' is of what origin?,miscellaneous,True,D,1.0,False
451,Which of these minerals is hardest on the Mohs scale?,miscellaneous,False,,0.0,True
450,In what restaurant can you order a Grand Slam breakfast?,miscellaneous,False,B,0.0,False
452,Which of the following beverages is brewed from the leaves of a plant?,miscellaneous,True,A,1.0,False
458,The American patriot Paul Revere was named for his father whose original name was what?,miscellaneous,False,D,0.0,False
455,What's the popular name of the breakfast meal consisting of sausages wrapped in pancakes?,miscellaneous,False,,0.0,True
459,Which of these movies does not star Jim Carrey?,miscellaneous,False,,0.0,True
457,Which of these is not a 'lock' function on a standard desktop computer keyboard?,miscellaneous,True,A,1.0,False
453,"According to Erik Erikson, the primary dilemma faced in adolescence is",miscellaneous,False,,0.0,True
456,Which of the following is not a TV cartoon duo?,miscellaneous,True,C,1.0,False
454,What literary work is the source of the quote 'Abandon every hope all you who enter here'?,miscellaneous,False,,0.0,True
460,What is the name of Mario's brother in the 'Super Mario' video games?,miscellaneous,True,B,1.0,False
463,What is the chemical process wherein a solid is turned to a liquid via the application of heat?,miscellaneous,True,D,1.0,False
465,How long is the time on an NBA shot clock?,miscellaneous,True,B,1.0,False
468,According to the children's nursery rhyme what type of ocean did Columbus sail in 1492?,miscellaneous,True,B,1.0,False
461,Who wrote the lyrics of the Frank Sinatra anthem 'My Way'?,miscellaneous,True,D,1.0,False
462,In the movie Austin Powers: The Spy Who Shagged Me what is the name of Dr Evil's diminutive clone?,miscellaneous,True,B,1.0,False
467,Backgammon is a how many player game?,miscellaneous,True,A,1.0,False
471,How do you express 3/4 as a decimal?,miscellaneous,True,C,1.0,False
466,The Pointillist paintings of Georges Seurat are most notable for containing which of the following characteristics?,miscellaneous,True,C,1.0,False
464,In what state is the 1999 movie Magnolia' set?,miscellaneous,False,C,0.0,False
469,Which of these refers to an alcoholic drink laced with a knockout drug?,miscellaneous,True,C,1.0,False
472,What tea is known for its distinctive bergamot flavor?,miscellaneous,True,A,1.0,False
475,What is the slowest wind speed a hurricane can have according to the Saffir-Simpson scale?,miscellaneous,True,B,1.0,False
473,"Science fiction: readers claim to either love it or loathe it; either they avoid it like poison or they devour favorite works and authors like chocolate addicts gulping down fudge truffles. The author of the passage compares certain readers with ""chocolate addicts"" primarily in order to",miscellaneous,False,,0.0,True
470,"Students are reading the following passage from the National Park Service's Web site. Ten miles long and nearly 500 feet deep (152.4 m meters), Lake McDonald, the largest lake in the park, is a direct result of glacial carving. High peaks surrounding the lake all show evidence of the power of glaciers to carve even the hardest of rock. The powerful glaciers that carved the broad U-shaped valley that Lake McDonald sits in also carved smaller hanging valleys with wonderful waterfalls that are accessible by numerous hiking trails. Which of the following best identifies the intended audience of the passage?",miscellaneous,True,D,1.0,False
474,Which of these foods could contain small amounts of naturally occurring opium?,miscellaneous,True,B,1.0,False
477,Which of these magazines does not focus on natural science?,miscellaneous,True,A,1.0,False
476,In which of the following bands did Jimmy Page not play guitar?,miscellaneous,False,C,0.0,False
482,What country does Bordeaux wine come from?,miscellaneous,True,A,1.0,False
479,A flashing red traffic light signifies that a driver should do what?,miscellaneous,True,A,1.0,False
480,Which composer was famous for writing approximately 600 lieder?,miscellaneous,True,A,1.0,False
484,Which of these household pets should be vaccinated for parvovirus?,miscellaneous,True,C,1.0,False
478,Which of the following artists is an English landscape painter who created a poetic sense of changing atmospheric effects by using tiny applications of local color?,miscellaneous,False,,0.0,True
486,If someone has cataracts what part of their body might need an operation?,miscellaneous,True,C,1.0,False
485,Which color is not considered to be one of the primary colors of light?,miscellaneous,True,B,1.0,False
483,What is the loudest animal on earth?,miscellaneous,False,B,0.0,False
481,"Students in a fourth-grade science class are learning about processes that change Earth's surface. Which of the following is the best example of an agent that gradually shapes Earth's surface by taking bits of rock, soil, and other substances away from their original locations and depositing them in other locations?",miscellaneous,False,,0.0,True
488,In baseball how many balls make a walk?,miscellaneous,True,D,1.0,False
493,Which one of the following instruments is used to measure humidity?,miscellaneous,True,C,1.0,False
490,What is the official language of The Netherlands?,miscellaneous,False,,0.0,True
489,What term describes a tribe that has no set homeland and wanders from place to place?,miscellaneous,True,A,1.0,False
491,Which of these foods is not traditionally considered kosher?,miscellaneous,True,D,1.0,False
487,"""I counted seven ministers all preaching at once . . . . Some of the people were singing, others praying, some crying for mercy in the most piteous accents."" The quotation above describes group participation in an event that was most characteristic of which of the following?",miscellaneous,True,B,1.0,False
492,The use of inexpensive labor in Asian countries by footwear companies based in the United States and Europe is an example of which of the following?,miscellaneous,True,B,1.0,False
495,In the Arthurian legend who is married to Guinevere?,miscellaneous,True,B,1.0,False
497,In the card game blackjack how much are a queen and a king worth-together?,miscellaneous,True,C,1.0,False
496,What does the 'ROM' in CD-ROM stand for?,miscellaneous,False,,0.0,True
494,"Jacques, Hedwig, and Reyes want to form a business entity through which they can raise capital by selling equity shares to the public. Which of the following business structures should they adopt?",miscellaneous,True,C,1.0,False
503,What is the capital of New Zealand?,miscellaneous,True,B,1.0,False
498,Which of these performers made her film debut in Spike Lee's 'Dothe Right Thing'?,miscellaneous,True,B,1.0,False
499,"A farmer buys a new tractor for $40,000 and expects to use it for 20 years, after which the tractor will have a salvage value of $10,000. What is the straight-line depreciation that can be taken for the first year of ownership?",miscellaneous,True,A,1.0,False
500,In which kind of geometry is the sum of the angles inside a triangle exactly equal to 180 degrees?,miscellaneous,True,B,1.0,False
502,"The book announced an insane world of dehumanization through terror in which the individual was systematically obliterated by an all-powerful elite. Its key phrasesâÃÃ®Big Brother, doublethink, Newspeak, the Ministry of Peace (devoted to war), the Ministry of Truth (devoted to lies), the Ministry of Love (devoted to torture)âÃÃ®burned their way at once into the modern consciousness. The passage above discusses",miscellaneous,True,C,1.0,False
506,Which of the Three Stooges was not related to the others?,miscellaneous,False,D,0.0,False
508,Which of these foods could you catch at sea?,miscellaneous,True,C,1.0,False
504,What popular toy is featured in the film 'The Hudsucker Proxy'?,miscellaneous,False,D,0.0,False
505,What is the most popular month for weddings in America?,miscellaneous,False,,0.0,True
501,Which of the following short-run costs always increases as output increases?,miscellaneous,True,D,1.0,False
507,What is the name for the thin board used to mix colors while painting?,miscellaneous,True,D,1.0,False
512,What animal is used to make lard?,miscellaneous,True,A,1.0,False
511,During which war did US troops fight the Battle of New Orleans?,miscellaneous,True,D,1.0,False
509,If a ring has the number 925 stamped into it it is most likely made of what material?,miscellaneous,True,D,1.0,False
510,Which of the following questions can a student ask to best determine whether an author is using the persuasive technique of pathos in a passage?,miscellaneous,True,D,1.0,False
517,Where is the Frank Lloyd Wright-designed house known as Falling Water?,miscellaneous,True,B,1.0,False
516,According to the Bible Moses and Aaron had a sister named what?,miscellaneous,True,D,1.0,False
518,In the story 'Jack and the Beanstalk' what does Jack trade to get the magic beans?,miscellaneous,False,,0.0,True
519,Which of these vitamins was the first to be named?,miscellaneous,True,A,1.0,False
513,"If the permeability of subsoil is rapid, the subsoil texture is most likely classified as",miscellaneous,False,,0.0,True
515,Earth's seasons are caused by which of the following?,miscellaneous,True,A,1.0,False
514,"A passage Jane Eyre is as follows. This was all the account I got from Mrs. Fairfax of her employer and mine. There are people who seem to have no notion of sketching a character, or observing and describing salient points, either in persons or things: the good lady evidently belonged to this class; my queries puzzled, but did not draw her out. Mr. Rochester was Mr. Rochester in her eyes, a gentleman, a landed proprietorâÃÃ¬nothing more: she inquired and searched no further, and evidently wondered at my wish to gain a more definite notion of his identity. Mrs. Fairfax differs from the speaker in that Mrs. Fairfax",miscellaneous,False,,0.0,True
521,Who wrote musicals with Oscar Hammerstein II?,miscellaneous,True,A,1.0,False
522,If Christmas Day is on a Saturday then the following New Year's Day falls on what day of the week?,miscellaneous,False,,0.0,True
523,What Mexican holiday takes place on May 5th?,miscellaneous,False,,0.0,True
524,Which of the following is a type of bacterium that produces a toxin in food under anaerobic conditions?,miscellaneous,True,A,1.0,False
527,Who co-founded Microsoft with Bill Gates?,miscellaneous,True,D,1.0,False
520,How many water molecules are in a human head?,miscellaneous,False,,0.0,True
526,What disease is characterized by a body's inability to properly metabolize glucose?,miscellaneous,True,C,1.0,False
529,Who or what was Big Bertha?,miscellaneous,True,B,1.0,False
535,Which part of the electromagnetic spectrum has the shortest wavelength?,miscellaneous,True,A,1.0,False
533,Among these elements which one has the highest atomic mass?,miscellaneous,True,C,1.0,False
532,"What is the name of the disease that has been referred to as the ""disease of kings""?",miscellaneous,False,D,0.0,False
530,To ward off bad luck what do many people do to wood?,miscellaneous,False,,0.0,True
528,Who was the first First Lady to run for political office?,miscellaneous,True,A,1.0,False
534,What car company once manufactured and sold the 'Datsun' line of automobiles?,miscellaneous,True,A,1.0,False
531,What kind of flying contraption is featured in the movie 'Chitty Chitty Bang Bang'?,miscellaneous,True,B,1.0,False
540,What internet company goes by the acronym AOL?,miscellaneous,True,B,1.0,False
525,Which of the following lists the gases that were most likely the largest components of Earth's early atmosphere?,miscellaneous,False,,0.0,True
539,Poverty as defined by the United States government is best understood as,miscellaneous,True,C,1.0,False
542,What country is famous for making wooden shoes?,miscellaneous,True,C,1.0,False
536,Which of the following is a renewable energy source?,miscellaneous,False,,0.0,True
537,A _ is a plant cell that helps control the passage of materials into and out of the stomates.,miscellaneous,True,C,1.0,False
544,Including the bottom how many sides are on a square-based pyramid?,miscellaneous,False,,0.0,True
549,What Native American tribe did chief Crazy Horse lead?,miscellaneous,True,C,1.0,False
541,What was the original name of the Apple Macintosh XL computer?,miscellaneous,False,B,0.0,False
543,A knish is traditionally stuffed with what filling?,miscellaneous,False,,0.0,True
538,Which of the following has reduced the power of political parties?,miscellaneous,False,D,0.0,False
545,Which of these is not a traditional Greek dish?,miscellaneous,True,A,1.0,False
546,What color is Pepto-Bismol liquid?,miscellaneous,True,A,1.0,False
552,The phrase 'hospital corners' refers to what?,miscellaneous,False,B,0.0,False
