Index,Question,Subject,Correct_ernie-4.0-turbo,Extracted_ernie-4.0-turbo,Score_ernie-4.0-turbo,Invalid_ernie-4.0-turbo
267,"Structures as different as human arms, bat wings, and dolphin flippers contain many of the same bones, these bones having developed from very similar embryonic tissues. How do biologists interpret these similarities?",high_school_biology,TRUE,D,1,FALSE
268,"Tay-Sachs is a disease caused by a recessive allele. Individuals with the genetic disorder usually do not survive more than a few years, and thus are not able to reproduce and pass on the gene. What would explain how this allele and its associated disease is preserved in the population?",high_school_biology,TRUE,A,1,FALSE
269,"In the Tularosa Basin of New Mexico are black lava formations surrounded by light-colored sandy desert. Pocket mice inhabit both areas. Dark-colored ones inhabit the lava formations, while light-colored mice inhabit the desert. Which of the following statements is correct about this scenario?",high_school_biology,TRUE,C,1,FALSE
270,Which of the following best explains why lignin is important to the evolutionary success of land plants?,high_school_biology,TRUE,A,1,FALSE
271,Which of the following describes a symbiotic relationship?,high_school_biology,TRUE,C,1,FALSE
272,The endocrine system maintains homeostasis using many feedback mechanisms. Which of the following is an example of positive feedback?,high_school_biology,TRUE,A,1,FALSE
273,Which of the following are characteristics of both bacteria and fungi?,high_school_biology,TRUE,A,1,FALSE
274,Which of the following is NOT a characteristic of bacteria?,high_school_biology,TRUE,B,1,FALSE
275,Which of the following is the source of oxygen produced during photosynthesis?,high_school_biology,TRUE,A,1,FALSE
276,An eager AP Biology student interested in studying osmosis and the movement of water in solutions took a dialysis bag containing a 0.5 M solution and placed it into a beaker containing a 0.6 M solution. Which of the following is true about water potential?,high_school_biology,TRUE,C,1,FALSE
277,Which of the following is a frameshift mutation?,high_school_biology,TRUE,B,1,FALSE
278,Crossing-over occurs during which of the following phases in meiosis?,high_school_biology,TRUE,A,1,FALSE
279,"When a retrovirus inserted its DNA into the middle of a bacterial gene, it altered the normal reading frame by one base pair. This type of mutation is called",high_school_biology,TRUE,D,1,FALSE
280,High levels of estrogen from maturing follicles inhibit the release of gonadotropin releasing hormone (GnRH). Which of the following endocrine glands produces GnRH?,high_school_biology,TRUE,C,1,FALSE
281,All of the following are examples of hydrolysis EXCEPT,high_school_biology,TRUE,D,1,FALSE
282,This biome has cold winters and is known for its pine forests.,high_school_biology,FALSE,C,0,FALSE
283,"Monkeys of South and Central America have prehensile tails, meaning that their tails can be used to grasp objects. The tails of African and Asian monkeys are not prehensile. Which discipline is most likely to provide an evolutionary explanation for how this difference in tails came about?",high_school_biology,TRUE,B,1,FALSE
284,Viruses are considered an exception to the cell theory because they,high_school_biology,TRUE,A,1,FALSE
285,Which of the following is an example of a detritivore?,high_school_biology,TRUE,D,1,FALSE
286,"If a forest of fir, birch, and white spruce trees was devastated by fire, which of the following would most likely happen?",high_school_biology,TRUE,B,1,FALSE
287,"Sickle cell anemia is a disease caused by the substitution of an incorrect nucleotide into the DNA sequence for a particular gene. The amino acids are still added to the growing protein chain, but the symptoms of sickle cell anemia result. This is an example of a",high_school_biology,TRUE,B,1,FALSE
288,"There are 40 individuals in population 1, all of which have genotype A1A1, and there are 25 individuals in population 2, all of genotype A2A2. Assume that these populations are located far from one another and that their environmental conditions are very similar. Based on the information given here, the observed genetic variation is mostly likely an example of",high_school_biology,FALSE,D,0,FALSE
289,"The end product of the alcohol fermentation pathway is the alcohol ethanol. A considerable amount of energy still remains in ethanol, yet ethanol is a waste product for the yeast cells that produce it. What, then, is the purpose of fermentation?",high_school_biology,TRUE,D,1,FALSE
290,A cell is placed into a hypertonic environment and its cytoplasm shrivels up. This demonstrates the principle of,high_school_biology,TRUE,D,1,FALSE
291,"Compared to DNA viral replication, RNA viral replication is more susceptible to mutation because",high_school_biology,TRUE,D,1,FALSE
292,A child with type A B blood inherits an IA allele from one parent and an IB allele from the other. The child will carry both A and B glycoproteins on the surface of all red blood cells. This pattern of expression is referred to as,high_school_biology,FALSE,A,0,FALSE
293,"In vertebrate embryos, which of the following developmental processes most directly results in the formation of the three primary germ layers?",high_school_biology,TRUE,D,1,FALSE
294,DNA sequences in many human genes are very similar to the corresponding sequences in chimpanzees. Which statement gives the most likely explanation of this fact?,high_school_biology,TRUE,C,1,FALSE
295,"A large island is devastated by a volcanic eruption. Most of the horses die except for the heaviest males and heaviest females of the group. They survive, reproduce, and perpetuate the population. Since weight is highly heritable and the distribution of weights approximates a binomial distribution, the offspring of the next generation would be expected to have",high_school_biology,TRUE,D,1,FALSE
296,Natural selection changes allele frequencies in populations because some ____ survive and reproduce more successfully than others.,high_school_biology,FALSE,A,0,FALSE
297,"This process has as its products NADP+, ADP, and sugar.",high_school_biology,TRUE,D,1,FALSE
298,Warning coloration adopted by animals that possess a chemical defense mechanism.,high_school_biology,TRUE,A,1,FALSE
299,Which of these evolutionary agents is most consistent at causing populations to become better suited to their environments over the course of generations?,high_school_biology,TRUE,D,1,FALSE
300,"A scientist carries out a cross between two guinea pigs, both of which have black coats. Black hair coat is dominant over white hair coat. Three quarters of the offspring have black coats, and one quarter have white coats. The genotypes of the parents were most likely",high_school_biology,TRUE,B,1,FALSE
301,"The tandem back-and-forth evolution of closely related species, which is exemplified by predator-prey relationships.",high_school_biology,TRUE,D,1,FALSE
302,"In the process of generating ATP, hydrogen ions (H+, or protons) are transported across the inner mitochondrial membrane and the thylakoid membrane by a proton pump (an ATPase). You would expect to find similar proton pumps in the plasma membranes of",high_school_biology,FALSE,D,0,FALSE
303,Crop rotation is the successive planting of different crops on the same land in sequential seasons. Which of the following statements summarizes the most likely benefits of this practice?,high_school_biology,TRUE,B,1,FALSE
304,The base composition of DNA varies from one species to another. Which of the following ratios would you expect to remain constant in the DNA?,high_school_biology,TRUE,B,1,FALSE
305,Which is a true statement concerning genetic variation?,high_school_biology,TRUE,C,1,FALSE
306,The primary site of glucose reabsorption is the,high_school_biology,TRUE,B,1,FALSE
307,Which statement about natural selection is most correct?,high_school_biology,TRUE,D,1,FALSE
308,This process couples the production of ATP with the movement of electrons down the electron transport chain by harnessing the driving force created by a proton gradient.,high_school_biology,TRUE,B,1,FALSE
309,A piece of potato is dropped into a beaker of pure water. Which of the following describes the activity after the potato is immersed into the water?,high_school_biology,TRUE,B,1,FALSE
0,London dispersion forces are caused by,high_school_chemistry,TRUE,A,1,FALSE
1,Carbon has an atomic radius of 77 pm and a first ionization energy of 1086 kJ/mol.,high_school_chemistry,TRUE,A,1,FALSE
2,"An unknown substance is found to have a high melting point. In addition, it is a poor conductor of electricity and does not dissolve in water. The substance most likely contains",high_school_chemistry,TRUE,C,1,FALSE
3,The net ionic equation expected when solutions of NH4Br and AgNO3 are mixed together is,high_school_chemistry,TRUE,A,1,FALSE
4,The symbol for antimony is,high_school_chemistry,TRUE,B,1,FALSE
5,"A sealed, rigid container contains three gases: 28.0 g of nitrogen, 40.0 g of argon, and 36.0 g of water vapor. If the total pressure exerted by the gases is 2.0 atm, what is the partial pressure of the nitrogen?",high_school_chemistry,TRUE,C,1,FALSE
6,Monatomic ions of the representative elements are often,high_school_chemistry,TRUE,C,1,FALSE
7,Hund's rule requires that,high_school_chemistry,TRUE,D,1,FALSE
8,All of the following ions have the same electron configuration except,high_school_chemistry,FALSE,D,0,FALSE
9,"Sulfurous acid is a weak acid, while sulfuric acid is a much stronger acid because",high_school_chemistry,TRUE,A,1,FALSE
10,What is the molarity of a sodium hydroxide solution that requires 42.6 mL of 0.108 M HCl to neutralize 40.0 mL of the base?,high_school_chemistry,TRUE,C,1,FALSE
11,Which of the following substances has an asymmetrical molecular structure?,high_school_chemistry,TRUE,A,1,FALSE
12,"Hydrogen fluoride, HF, is a liquid at 15Â°C. All other hydrogen halides (represented by HX, where X is any other halogen) are gases at the same temperature. Why?",high_school_chemistry,TRUE,C,1,FALSE
13,"The reaction of Br2(g) with Cl2(g) to form BrCl(g) has an equilibrium constant of 15.0 at a certain temperature. If 10.0 grams of BrCl is initially present in a 15.0-liter reaction vessel, what will the concentration of BrCl be at equilibrium?",high_school_chemistry,FALSE,B,0,FALSE
14,A sample of liquid NH3 is brought to its boiling point. Which of the following occurs during the boiling process?,high_school_chemistry,TRUE,D,1,FALSE
15,"A student has a liter of a 0.100 M solution of a strong acid. To prepare a buffer, this should be mixed with",high_school_chemistry,TRUE,C,1,FALSE
16,Which of the following indicates that a reaction is spontaneous?,high_school_chemistry,FALSE,C,0,FALSE
17,Which of the following is expected to have the largest bond polarity?,high_school_chemistry,TRUE,B,1,FALSE
18,A mechanism is a sequence of elementary reactions that add up to the overall reaction stoichiometry. A substance that is produced in one elementary reaction and consumed in another is called,high_school_chemistry,TRUE,B,1,FALSE
19,Approximately how many half-lives will it take to reduce 10.0 kg of a radioactive substance to 1.0 microgram of that substance?,high_school_chemistry,TRUE,D,1,FALSE
20,S(s) + O2(g) â?SO2(g),high_school_chemistry,FALSE,C,0,FALSE
21,"Three half-lives after an isotope is prepared,",high_school_chemistry,TRUE,C,1,FALSE
22,"Which pair of reactants will have no net ionic equation (that is, all the ions cancel)?",high_school_chemistry,TRUE,B,1,FALSE
23,Which of the following is expected to be the least soluble in water?,high_school_chemistry,FALSE,C,0,FALSE
24,The rate law may be written using stoichiometric coefficients for which of the following?,high_school_chemistry,TRUE,C,1,FALSE
25,"A liquid element that is a dark-colored, nonconducting substance at room temperature is",high_school_chemistry,TRUE,B,1,FALSE
26,The molecule with a tetrahedral shape is,high_school_chemistry,TRUE,D,1,FALSE
27,The ideal gas law is successful for most gases because,high_school_chemistry,TRUE,C,1,FALSE
28,What is an alpha particle?,high_school_chemistry,TRUE,B,1,FALSE
29,Your supervisor asks you to determine the enthalpy of a certain chemical reaction. Which would you do?,high_school_chemistry,FALSE,B,0,FALSE
30,The bond length between any two nonmetal atoms is achieved under which of the following conditions?,high_school_chemistry,FALSE,C,0,FALSE
31,"The oxidation number of chlorine in the perchlorate ion, ClO4â? is",high_school_chemistry,TRUE,D,1,FALSE
32,"There are a number of experiments for the determination of the molecular mass of a gas. One method begins by heating a solid or liquid in a flask to produce a gaseous product. The gas passes through a tube and displaces water in an inverted, water-filled bottle. The mass of the starting material is measured, along with the volume of the displaced water and the temperature of the system. The pressure in the inverted water-filled bottle is equal to the external pressure. Once the barometric pressure has been recorded, what other information is needed to finish the experiment?",high_school_chemistry,FALSE,C,0,FALSE
33,The melting point of straight-chain hydrocarbons increases as the number of carbon atoms increase. The reason for this is the,high_school_chemistry,TRUE,C,1,FALSE
34,"A sample of a compound known to consist of only carbon, hydrogen, and oxygen is found to have a total mass of 29.05 g. If the mass of the carbon is 18.02 g and the mass of the hydrogen is 3.03 g, what is the empirical formula of the compound?",high_school_chemistry,TRUE,B,1,FALSE
35,Which would be the easiest way to burn an iron nail?,high_school_chemistry,TRUE,C,1,FALSE
36,Which of the following has an octet of electrons around the central atom?,high_school_chemistry,TRUE,B,1,FALSE
37,How many milliliters of 0.250 M KOH does it take to neutralize completely 50.0 mL of 0.150 M H3PO4?,high_school_chemistry,FALSE,A,0,FALSE
38,NH4+(aq) + NO2- (aq) â?N2(g) + 2H2O(l) Increasing the temperature of the above reaction will increase the rate of reaction. Which of the following is NOT a reason that increased temperature increases reaction rate?,high_school_chemistry,TRUE,D,1,FALSE
39,The relationship between the vapor pressure of a liquid and the heat of vaporization is expressed in the,high_school_chemistry,TRUE,C,1,FALSE
40,"Of the following pairs of elements, which pair has the second element with the larger electronegativity based on its position in the periodic table?",high_school_chemistry,FALSE,A,0,FALSE
41,"The units for R, the ideal gas law equation constant, may be",high_school_chemistry,TRUE,D,1,FALSE
42,Which of the following pair of liquids is expected to be immiscible?,high_school_chemistry,TRUE,C,1,FALSE
43,"Of the following, the most important experimental information used to deduce the structure of the atom was",high_school_chemistry,TRUE,C,1,FALSE
44,"para-dichlorobenzene is used as ""mothballs."" This compound can also be named",high_school_chemistry,TRUE,D,1,FALSE
45,Radon is a health hazard because,high_school_chemistry,TRUE,A,1,FALSE
46,"Each resonance form of the nitrate ion, NO3-, has how many sigma and how many pi bonds?",high_school_chemistry,FALSE,B,0,FALSE
47,Which of the following can form hydrogen bonds?,high_school_chemistry,TRUE,D,1,FALSE
48,The functional group that represents an organic acid is written as (Note: R represents the rest of the molecule),high_school_chemistry,TRUE,C,1,FALSE
49,"A certain radioactive material has a half-life of 36 minutes. Starting with 10.00 grams of this material, how many grams will be left after 2 hours?",high_school_chemistry,TRUE,A,1,FALSE
50,What is the pH of a solution prepared by dissolving 0.1665 mole of hypochlorous acid (HClO) in enough water to make 500 mL of solution? The Ka is 3.0 Ã 10^-4,high_school_chemistry,TRUE,B,1,FALSE
51,Iron(III) hydroxide has Ksp = 1.6 Ã 10^-39. What is the molar solubility of this compound?,high_school_chemistry,TRUE,A,1,FALSE
52,The subatomic particle with the most penetrating ability is,high_school_chemistry,FALSE,B,0,FALSE
53,"Consider the Lewis structures for the following molecules: CO2, CO32-, NO2-, and NO3-. Which molecule or molecules exhibit sp2 hybridization around the central atom?",high_school_chemistry,TRUE,D,1,FALSE
54,The photoelectron spectrum of carbon has three equally sized peaks. What peak is at the lowest energy?,high_school_chemistry,FALSE,A,0,FALSE
55,The electrolysis of molten magnesium bromide is expected to produce,high_school_chemistry,TRUE,B,1,FALSE
56,The Arrhenius equation may be used to determine,high_school_chemistry,TRUE,D,1,FALSE
57,"Nickel (Z = 28, A = 59) has a first ionization energy of 737 kJ/mol and a boiling point of 2913 Â°C, while Pt (Z = 78, A = 195) has a first ionization energy of 870 kJ/mol and a boiling point of 3825 Â°C. Which of the following are the most reasonable values of ionization energy and boiling point for palladium?",high_school_chemistry,TRUE,C,1,FALSE
58,"In acid solution the bromate ion, BrO3- can react with other substances, resulting in Br2. Balance the half-reaction for bromate ions forming bromine. The balanced half-reaction has",high_school_chemistry,FALSE,B,0,FALSE
59,"0.0025 mol of a weak, monoprotic acid is dissolved in 0.250 L of distilled water. The pH was then measured as 4.26. What is the pKa of this weak acid?",high_school_chemistry,TRUE,D,1,FALSE
60,"Potassium-40 is a minor isotope found in naturally occurring potassium. It is radioactive and can be detected on simple radiation counters. How many protons, neutrons, and electrons does potassium-40 have when it is part of K2SO4?",high_school_chemistry,FALSE,C,0,FALSE
61,Which of the following reactions is expected to have the greatest decrease in entropy?,high_school_chemistry,TRUE,B,1,FALSE
62,"What is the ionization constant, Ka, for a weak monoprotic acid if a 0.060 molar solution has a pH of 2.0?",high_school_chemistry,TRUE,A,1,FALSE
63,"Solvents A and B form an ideal solution. Solvent A has a vapor pressure of 345 torr at room temperature. At the same temperature, solvent B has a vapor pressure of 213 torr. What is the vapor pressure of a mixture where the mole fraction of A is 0.285?",high_school_chemistry,TRUE,D,1,FALSE
64,Which of the following is the strongest BrÃ¸nsted-Lowry acid?,high_school_chemistry,TRUE,D,1,FALSE
65,Which of the following molecules cannot hydrogen bond with molecules identical to itself but can hydrogen bond with one of the molecules above or below it in the following responses?,high_school_chemistry,TRUE,C,1,FALSE
66,Which following pair of substances can be used to make a buffer solution?,high_school_chemistry,TRUE,B,1,FALSE
67,In which of the following is the negative end of the bond written last?,high_school_chemistry,FALSE,B,0,FALSE
68,When will Kp and Kc have the same numerical value?,high_school_chemistry,TRUE,D,1,FALSE
69,"Silver metal, often amalgamated with mercury, is used to reduce substances to a desired oxidation state. If the silver metal amalgam cannot be used because of concerns about mercury, which of the following would be a reasonable and safe substitute?",high_school_chemistry,TRUE,D,1,FALSE
70,PCl3(g) + Cl2(g) â?PCl5(g) ÎH = -92.5 kJ/mol In which of the following ways could the reaction above be manipulated to create more product?,high_school_chemistry,TRUE,B,1,FALSE
71,A 25 g sample of a liquid was heated to 100 Â°C and then quickly transferred to an insulated container holding 100 g of water at 22 Â°C. The temperature of the mixture rose to reach a final temperature of 35 Â°C. Which of the following can be concluded?,high_school_chemistry,TRUE,B,1,FALSE
72,"A sample of oxygen gas at 50 Â°C is heated, reaching a final temperature of 100 Â°C. Which statement best describes the behavior of the gas molecules?",high_school_chemistry,TRUE,D,1,FALSE
73,"What is the empirical formula of a compound that is 51.9% carbon, 4.86% hydrogen, and 43.2% bromine",high_school_chemistry,TRUE,C,1,FALSE
74,"Three steel containers hold gas samples. The containers are all the same size and at the same temperature. One container has 4.0 g of helium, another has 28.0 g of nitrogen, and the third has 44.0 g of carbon dioxide. Pick the FALSE statement from the following list:",high_school_chemistry,TRUE,D,1,FALSE
75,"Determine the final temperature, in Â°C, of a sample of helium gas. The sample initially occupied a volume of 5.00 L at 127Â°C and 875 mm Hg. The sample was heated, at constant pressure, until it occupied a volume of 10.00 L.",high_school_chemistry,TRUE,B,1,FALSE
76,Substances whose Lewis structures must be drawn with an unpaired electron are called,high_school_chemistry,TRUE,B,1,FALSE
77,Which of the following molecules is expected to have the highest normal boiling point?,high_school_chemistry,TRUE,B,1,FALSE
78,Which net ionic equation below represents a possible reaction that takes place when a strip of magnesium metal is oxidized by a solution of chromium (III) nitrate?,high_school_chemistry,TRUE,B,1,FALSE
79,What is the conjugate acid of the H2PO4- ion?,high_school_chemistry,TRUE,C,1,FALSE
80,A 25 g sample of a solid was heated to 100 Â°C and then quickly transferred to an insulated container holding 100 g of water at 26 Â°C. The temperature of the mixture rose to reach a final temperature of 37 Â°C. Which of the following can be concluded?,high_school_chemistry,TRUE,B,1,FALSE
81,Which of the following processes is an irreversible reaction?,high_school_chemistry,TRUE,A,1,FALSE
82,"Starting with a stock solution of 18.0 M H2SO4, what is the proper procedure to create a 1.00 L sample of a 3.0 M solution of H2SO4 in a volumetric flask?",high_school_chemistry,FALSE,A,0,FALSE
83,Which of the following does not contain oxygen?,high_school_chemistry,TRUE,B,1,FALSE
84,"Formation of a solution can often be visualized as a three-step process. Step 1. Solvent molecules are separated from each other to make space for the solute. Step 2. Solute molecules are separated so they fit into spaces in the solvent. Step 3. Separated solute and solvent are brought together, filling in the spaces. Which of the following statements about the energy involved in the above is correct?",high_school_chemistry,TRUE,B,1,FALSE
85,"Consider the Lewis structures for the following molecules: CO2, CO32-, NO2-, and NO3-. Which molecule would have the shortest bonds?",high_school_chemistry,TRUE,A,1,FALSE
86,"In determining the order for reactant A in a certain reaction, the concentrations of all other reactants are held constant while the concentration of A is tripled from one experiment to another. The reaction rate is found to triple. The appropriate exponent for A in the rate law is",high_school_chemistry,TRUE,A,1,FALSE
87,The simplest alkene has,high_school_chemistry,TRUE,B,1,FALSE
88,2Ag+(aq) + Fe(s) â?2Ag(s) + Fe2+(aq) Which of the following would cause an increase in potential in the voltaic cell described by the above reaction?,high_school_chemistry,TRUE,C,1,FALSE
89,"Hypochlorous acid is an unstable compound, and one of the decomposition products is chlorine gas, Cl2. The decomposition of the acid lowers its concentration over time. What effect will the decomposition of one-fourth of the acid have on the agreement between the endpoint of the titration and the equivalence point during a titration with standard sodium hydroxide?",high_school_chemistry,FALSE,B,0,FALSE
90,The name for CH3CHBrCHClCH2CH3 is,high_school_chemistry,TRUE,C,1,FALSE
91,Under which conditions will a real gas most closely behave as an ideal gas?,high_school_chemistry,TRUE,B,1,FALSE
92,"How many electrons, neutrons, and protons are in an atom of 52Cr?",high_school_chemistry,TRUE,D,1,FALSE
93,S(s) + O2(g) â?SO2(g),high_school_chemistry,FALSE,B,0,FALSE
94,"Sulfur dioxide reacts with oxygen to form sulfur trioxide in the presence of a catalyst. The equilibrium constant, Kp, at a certain temperature is 3.0 Ã 10^22. A 2.0-liter flask has enough SO3 added to it to produce a pressure of 0.789 atm Hg. After the reaction comes to equilibrium, the expected partial pressure of O2 will be",high_school_chemistry,TRUE,D,1,FALSE
95,"How many electrons, neutrons, and protons are in an atom of Cr?",high_school_chemistry,FALSE,A,0,FALSE
96,"When an ideal gas is allowed to expand isothermally, which one of the following is true?",high_school_chemistry,TRUE,D,1,FALSE
97,An ideal solution is a,high_school_chemistry,FALSE,A,0,FALSE
98,Which of the following is true for all bases?,high_school_chemistry,FALSE,B,0,FALSE
99,The Pauli exclusion principle states that,high_school_chemistry,TRUE,A,1,FALSE
100,"Joseph Priestly discovered oxygen gas by the decomposition of solid mercury(II) oxide, HgO, to oxygen gas, O2, and liquid mercury metal, Hg. How many moles of oxygen gas will form when 4.32 g of solid mercury(II) oxide decomposes? The formula mass of mercury(II) oxide is 216 g mol^-1.",high_school_chemistry,TRUE,B,1,FALSE
101,"Atoms of four elements are examined: carbon, nitrogen, neon, and sulfur. Atoms of which element are most likely to form a structure with the formula XF6 (where X is one of the four atoms)?",high_school_chemistry,TRUE,D,1,FALSE
102,Chlorine gas reacts most readily with,high_school_chemistry,TRUE,B,1,FALSE
103,An ester is made by reacting,high_school_chemistry,TRUE,C,1,FALSE
104,"Atoms of four elements are examined: carbon, nitrogen, neon, and sulfur. Which element would have a photoelectron spectra in which the peak representing electrons with the lowest ionization energy would be three times higher than all other peaks?",high_school_chemistry,FALSE,D,0,FALSE
105,What is the work involved if a gas in a 2.0-liter container at 2.4 atmospheres pressure is allowed to expand against a pressure of 0.80 atmosphere?,high_school_chemistry,TRUE,A,1,FALSE
106,Which of the following is incorrectly named?,high_school_chemistry,FALSE,D,0,FALSE
107,The standard state for redox reactions includes,high_school_chemistry,TRUE,D,1,FALSE
108,Chemists often ascribe the macroscopic properties of solids to the underlying microscopic structure. Silicon carbide is almost as hard and brittle as diamond. The solid state structure of silicon carbide is often described as,high_school_chemistry,TRUE,B,1,FALSE
109,Which of the following may need to be balanced using the ion-electron method ?,high_school_chemistry,TRUE,D,1,FALSE
110,A solution is prepared by dissolving 30.0 grams of Ni(NO3)2 in enough water to make 250 mL of solution. What is the molarity of this solution?,high_school_chemistry,TRUE,B,1,FALSE
111,A solution of a weak base is titrated with a solution of a standard strong acid. The progress of the titration is followed with a pH meter. Which of the following observations would occur?,high_school_chemistry,TRUE,A,1,FALSE
112,A 25 g sample of a liquid was heated to 95 Â°C and then quickly transferred to an insulated container holding 100 g of water at 26 Â°C. The temperature of the mixture rose to reach a final temperature of 37 Â°C. Which of the following can be concluded?,high_school_chemistry,TRUE,D,1,FALSE
113,Changing which of the following will change the numerical value of the equilibrium constant?,high_school_chemistry,TRUE,C,1,FALSE
114,What is the general relationship between temperature and entropy for diatomic gases?,high_school_chemistry,TRUE,B,1,FALSE
115,Nitrogen's electronegativity value is between those of phosphorus and oxygen. Which of the following correctly describes the relationship between the three values?,high_school_chemistry,TRUE,D,1,FALSE
116,"A solution contains a mixture of four different compounds: KCl(aq), Fe(NO3)3(aq), MgSO4(aq), and N2H4(aq). Which of these compounds would be easiest to separate via distillation?",high_school_chemistry,TRUE,D,1,FALSE
117,"The dimerization of NO2(g) to N2O4(g) is an endothermic process. Which of the following will, according to Le ChÃ¢telier's principle, increase the amount of N2O4 in a reaction vessel?",high_school_chemistry,FALSE,A,0,FALSE
118,"Cerium(III) sulfate, Ce2(SO4)2, is less soluble in hot water than it is in cold. Which of the following conclusions may be related to this?",high_school_chemistry,FALSE,C,0,FALSE
119,The weight percent of sodium hydroxide dissolved in water is 50%. What is the mole fraction of sodium hydroxide?,high_school_chemistry,TRUE,C,1,FALSE
120,The most massive subatomic particle is the,high_school_chemistry,FALSE,B,0,FALSE
121,A 50.0 mL sample of 0.0025 M HBr is mixed with 50.0 mL of 0.0023 M KOH. What is the pH of the resulting mixture?,high_school_chemistry,TRUE,B,1,FALSE
122,Which of the following geometries corresponds to a substance that has five sigma bonds and one nonbonding pair of electrons?,high_school_chemistry,FALSE,C,0,FALSE
123,Which of the following should be named using Roman numerals after the cation?,high_school_chemistry,TRUE,B,1,FALSE
124,Which of the following is not a good measure of relative intermolecular attractive forces?,high_school_chemistry,FALSE,C,0,FALSE
125,The Pauli exclusion principle states that,high_school_chemistry,TRUE,B,1,FALSE
126,"Chlorine is often used to oxidize other substances. It makes a good bleach because it can oxidize many colored compounds. If chlorine is not available, what other substance can be used for oxidizing substances?",high_school_chemistry,TRUE,D,1,FALSE
127,A proposed mechanism for a reaction is as follows: NO2 + F2 âNO2F + F Slow step. F + NO2 â?NO2F Fast step. What is the order of the overall reaction?,high_school_chemistry,TRUE,C,1,FALSE
128,The units for the rate of a chemical reaction are,high_school_chemistry,TRUE,B,1,FALSE
129,A stock solution of 12.0 M sulfuric acid is made available. What is the best procedure to make up 100. mL of 4.0 M sulfuric acid using the stock solution and water prior to mixing?,high_school_chemistry,FALSE,B,0,FALSE
130,"To prepare a buffer, all of the following are needed except",high_school_chemistry,TRUE,D,1,FALSE
131,"Of the following oxo acids, which is predicted to be the strongest acid?",high_school_chemistry,FALSE,B,0,FALSE
132,"According to the kinetic-molecular theory of gases,",high_school_chemistry,TRUE,D,1,FALSE
133,"Three 25.00 mL samples of approximately 0.10 M phenol, C6H5OH, Ka = 1.0 Ã 10^-10 were removed from a container and placed in separate 250 mL beakers. The samples were titrated with standard potassium hydroxide, KOH, solution. Cresol red was the acid-base indicator used in the titration. The samples required 31.75, 32.38, and 41.75 mL to reach the endpoint. Which of the following might explain why one of the samples required significantly more base to reach the endpoint?",high_school_chemistry,TRUE,D,1,FALSE
134,Which is correct about the calcium atom?,high_school_chemistry,TRUE,B,1,FALSE
135,Which of the following correctly lists the individual intermolecular attractive forces from the strongest to the weakest?,high_school_chemistry,FALSE,A,0,FALSE
136,Identify the BrÃ¸nsted-Lowry conjugate acid-base pair in the following list.,high_school_chemistry,TRUE,C,1,FALSE
137,"What is the mass of one molecule of cholesterol (C27H46O, molecular mass = 386)?",high_school_chemistry,TRUE,A,1,FALSE
138,"Using fundamental trends in electronegativity and bond strength, which of the following should be the strongest acid?",high_school_chemistry,TRUE,B,1,FALSE
139,Examining data obtained from mass spectrometry supports which of the following?,high_school_chemistry,TRUE,D,1,FALSE
140,"When potassium perchlorate, KClO4, dissolves in water, the temperature of the resultant solution is lower than the initial temperature of the components. Which of the following conclusions may be related to this?",high_school_chemistry,TRUE,B,1,FALSE
141,"Hard materials such as silicon carbide, used for grinding wheels, are said to be examples of",high_school_chemistry,TRUE,B,1,FALSE
142,"A solution of sulfurous acid, H2SO3, is present in an aqueous solution. Which of the following represents the concentrations of three different ions in solution?",high_school_chemistry,TRUE,B,1,FALSE
143,Which of the following is a reduction half-reaction? (1) Cu2+ + e- â?Cu+ (2) Cu+ + e- â?Cu0 (3) Fe2+ â?Fe3+ + e-,high_school_chemistry,TRUE,C,1,FALSE
144,The first ionization energy for a neutral atom of chlorine is 1.25 MJ/mol and the first ionization energy for a neutral atom of argon is 1.52 MJ/mol. How would the first ionization energy value for a neutral atom of potassum compare to those values?,high_school_chemistry,TRUE,D,1,FALSE
145,Which of the following is the correct order of increasing acid strength?,high_school_chemistry,FALSE,B,0,FALSE
146,"During a chemical reaction, NO(g) gets reduced and no nitrogen-containing compound is oxidized. Which of the following is a possible product of this reaction?",high_school_chemistry,TRUE,B,1,FALSE
147,"When using the ideal gas law, standard conditions for temperature and pressure are",high_school_chemistry,TRUE,C,1,FALSE
148,"Bromine has a normal boiling point of 59 Â°C, and iodine boils at 184 Â°C. The I2 molecule is much larger than Br2 (atomic radii are 114 and 133 pm, respectively). Which is the best reason for the large difference in boiling points?",high_school_chemistry,TRUE,C,1,FALSE
149,"Atoms of four elements are examined: carbon, nitrogen, neon, and sulfur. Atoms of which element would have the strongest magnetic moment?",high_school_chemistry,FALSE,D,0,FALSE
150,Argon can be liquefied at low temperature because of,high_school_chemistry,TRUE,C,1,FALSE
151,Choose the reaction expected to have the greatest decrease in entropy.,high_school_chemistry,TRUE,B,1,FALSE
152,"A 2.0 L flask holds 0.40 g of helium gas. If the helium is evacuated into a larger container while the temperature is held constant, what will the effect on the entropy of the helium be?",high_school_chemistry,TRUE,D,1,FALSE
153,Chemical reactions can be classified as either heterogeneous or homogeneous. Which of the following equations below is best classified as a heterogeneous reaction?,high_school_chemistry,TRUE,C,1,FALSE
154,What is the molar mass of a monoprotic weak acid that requires 26.3 mL of 0.122 M KOH to neutralize 0.682 gram of the acid?,high_school_chemistry,TRUE,A,1,FALSE
